rt,responses,trial_type,time_elapsed,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,image_position,unknowncity,testedstates,currentstate,otherstate,problems,smooth,distraction,strategies,easier,similar,comments
19768.3,{worker_id:615e420a23219efe3427a367},id_enter,19772,intro,Peoria; Boulder; Racine; Shreveport; New Hope; Hot Springs; Huntsville; Leesburg; Gatlinburg; Carmel; Hanover; Cornwall; West Palm Beach,US_Cities_List/nat_peoria.png; US_Cities_List/mm_boulder.png; US_Cities_List/mm_racine.png; US_Cities_List/nat_shreveport.png; US_Cities_List/nat_newhope.png; US_Cities_List/mm_hotsprings.png; US_Cities_List/mm_huntsville.png; US_Cities_List/nat_leesburg.png; US_Cities_List/nat_gatlinburg.png; US_Cities_List/nat_carmel.png; US_Cities_List/mm_hanover.png; US_Cities_List/mm_cornwall.png; US_Cities_List/mm_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20423.4,,fullscreen,40211,make_fullscreen,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236.3,,intro_1,44458,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6741.5,,intro_2,51222,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6791.5,,intro_3,58017,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8211,,intro_4,66231,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18144.8,,intro_5,84379,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21734.2,,intro_6,106116,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,107005,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,107554,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.8999999,,prac_atten_color_black,109563,black_plus_sign,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,110423,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
